Service Name,Physical Address Line 1,Physical Address Line 2,Physical Address Suburb,Physical Address State,Physical Address Post Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2018-19 Australian Government Funding
Hammond Community Care - Illawarra EACH,116 Shone Avenue,,HORSLEY,NSW,2530,Illawarra,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-34.48875958,150.7664122," $2,439,207 "
Hammond Community Care - Central Coast Dementia EACH,"Suite 8, 451 Pacific Highway",,NORTH GOSFORD,NSW,2250,Central Coast,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-33.41095636,151.3474371," $5,878,778 "
Hammond Community Care - South East Sydney EACH,HammondCare - Miranda,19 Kiama Street,MIRANDA,NSW,2228,South East Sydney,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-34.02428446,151.1051272," $499,445 "
Hammond Community Care - Central Coast,"Suite 8, 451 Pacific Highway",,NORTH GOSFORD,NSW,2250,Central Coast,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-33.41095636,151.3474371," $1,868,037 "
Hammond Community Care - Central West,"Unit 1, 98 Bentinck Street",,BATHURST,NSW,2795,Central West,Home Care,,,,HammondCare,Charitable,Inner Regional Australia,-33.421597,149.580239," $599,263 "
Hammond Community Care - Hornsby Ku-Ring-Gai,"Suite 202, Level 2,",280 Pacific Highway,LINDFIELD,NSW,2070,Northern Sydney,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-33.777451,151.168271," $2,818,887 "
Hammond Community Care - Hunter,"Suite 3, 342 Main Road",,CARDIFF,NSW,2285,Hunter,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-32.93707113,151.6565188," $640,317 "
Hammond Community Care - Illawarra,116 Shone Avenue,,HORSLEY,NSW,2530,Illawarra,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-34.48875958,150.7664122," $3,294,552 "
Hammond Community Care - South East Sydney,HammondCare - Miranda,19 Kiama Street,MIRANDA,NSW,2228,South East Sydney,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-34.02428446,151.1051272," $178,547 "
Hammond Community Care - South East Sydney Dementia EACH,HammondCare - Miranda,19 Kiama Street,MIRANDA,NSW,2228,South East Sydney,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-34.02428446,151.1051272," $3,646,343 "
Hammond Community Care - South West Sydney Dementia EACH,"Level 1, 11-23 Judd Avenue",,HAMMONDVILLE,NSW,2170,South West Sydney,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-33.95051756,150.9587803," $6,954,866 "
Hammond Community Care - South West Sydney,"Level 1, 11-23 Judd Avenue",,HAMMONDVILLE,NSW,2170,South West Sydney,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-33.95051756,150.9587803," $1,334,074 "
Hammond Community Care - Central West EACH,"Unit 1, 98 Bentinck Street",,BATHURST,NSW,2795,Central West,Home Care,,,,HammondCare,Charitable,Inner Regional Australia,-33.421597,149.580239," $608,011 "
Hammond Community Care - Central West EACH Dementia,"Unit 1, 98 Bentinck Street",,BATHURST,NSW,2795,Central West,Home Care,,,,HammondCare,Charitable,Inner Regional Australia,-33.421597,149.580239," $2,464,920 "
Hammond Community Care - Hunter EACH Dementia,"Suite 3, 342 Main Road",,CARDIFF,NSW,2285,Hunter,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-32.93707113,151.6565188," $4,763,734 "
Harbison Memorial Retirement Village Ccps,2 Charlotte Street,,BURRADOO,NSW,2576,South West Sydney,Home Care,,,,Harbison Memorial Retirement Village,Community Based,Inner Regional Australia,-34.5054661,150.4070216," $601,843 "
ARV Hawkesbury CACP,320 George Street,,WINDSOR,NSW,2756,Nepean,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-33.6097283,150.8174858," $514,794 "
HDNS Hawkesbury Area Community Care,"Unit 1, 10 Gladstone Road",,CASTLE HILL,NSW,2154,Western Sydney,Home Care,,,,Hills Nursing Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73437057,150.9753683," $460,377 "
HDNS Hawkesbury Community Flexible Care,"Unit 1, 10 Gladstone Road",,CASTLE HILL,NSW,2154,Western Sydney,Home Care,,,,Hills Nursing Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73437057,150.9753683," $77,827 "
HDNS Northern Sydney Community Care,"Unit 1, 10 Gladstone Road",,CASTLE HILL,NSW,2154,Western Sydney,Home Care,,,,Hills Nursing Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73437057,150.9753683," $15,045 "
Help at Home - Eastern Suburbs,"Level 2,4, 7-11 The Avenue -",,HURSTVILLE,NSW,2220,South East Sydney,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-33.91623813,151.2031178," $244,137 "
Help at Home - Eastern Suburbs EACH,"Level 2,4, 7-11 The Avenue -",,HURSTVILLE,NSW,2220,South East Sydney,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-33.91623813,151.2031178," $750,189 "
Help at Home - Nepean,"Level 2, Werrington Corpotate Pk",14 Great Western Highway,WERRINGTON,NSW,2747,Nepean,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-33.7536223,150.7023314," $927,731 "
Help at Home - Nepean - EACHD,"Level 2, Werrington Corpotate Pk",14 Great Western Highway,WERRINGTON,NSW,2747,Nepean,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-33.7536223,150.7023314," $73,278 "
Help At Home - North Shore,6 Jackons Road,,WARRIEWOOD,NSW,2102,Northern Sydney,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-33.69627,151.297716," $1,869,294 "
Help at Home - South West Sydney CACP,"Level 2, 14 Great Western Highwy",,WERRINGTON,NSW,2747,South West Sydney,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-34.06989135,150.8116725," $552,826 "
Help at Home - South West Sydney EACH Dementia,"Level 2, 14 Great Western Highwy",,WERRINGTON,NSW,2747,South West Sydney,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-34.06989135,150.8116725," $446,601 "
Help At Home Southern EACH,"Unit 4 Level 2,4 7-11 The Avenue",,HURSTVILLE,NSW,2220,South East Sydney,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-33.966561,151.106617," $681,987 "
Help at Home Southern CACP,"Unit 4 Level 2,4 7-11 The Avenue",,HURSTVILLE,NSW,2220,South East Sydney,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-33.966561,151.106617," $2,640,097 "
Help at Home Warringah/Pittwater EACHD,6 Jackons Road,,WARRIEOWOOD,NSW,2102,Northern Sydney,Home Care,,,,The Benevolent Society,Charitable,Major Cities of Australia,-33.69627,151.297716," $129,060 "
Horton House EACH,41 Castor Street,,YASS,NSW,2582,Southern Highlands,Home Care,,,,Yass Valley Aged Care Limited,Private Incorporated Body,Inner Regional Australia,-34.83000427,148.9122759," $176,703 "
Hunter Community Care,3 Wilkinson Avenue,,MUSWELLBROOK,NSW,2333,Hunter,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-32.26883475,150.8906989, $30 
Hunter Community Care - Flexible Care,3 Wilkinson Avenue,,MUSWELLBROOK,NSW,2333,Hunter,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-32.26883475,150.8906989, n.a. 
Hunter Community Care - In Home Dementia Care,3 Wilkinson Avenue,,MUSWELLBROOK,NSW,2333,Hunter,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-32.26883475,150.8906989, n.a. 
Illawarra Aboriginal Corporation,22 Kenny Street,,WOLLONGONG,NSW,2500,Illawarra,Home Care,,,,Illawarra Aboriginal Corporation,Community Based,Major Cities of Australia,-34.42768525,150.8914598," $634,140 "
Blue Haven Care,29 Manning Street,,KIAMA,NSW,2533,Illawarra,Home Care,,,,The Council of the Municipality of Kiama,Local Government,Inner Regional Australia,-34.67249277,150.8553787," $2,062,632 "
Illawarra South CACPs,35 Holloway Road,,EAST NOWRA,NSW,2541,Illawarra,Home Care,,,,Australian Unity Home Care Service Pty Ltd,Private Incorporated Body,Inner Regional Australia,-34.896414,150.613208," $57,923,193 "
Ilumba Gardens CACP Service,15 Ilumba Way,,KELSO,NSW,2795,Central West,Home Care,,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,-33.40709507,149.610307," $608,977 "
Inasmuch Caring Centre,18 Iverison Road,,SUSSEX INLET,NSW,2540,Illawarra,Home Care,,,,Inasmuch Community Limited,Community Based,Inner Regional Australia,-35.16816904,150.5928909," $727,832 "
INS EACH Dementia Packages Southern Highlands,"Suite 4, 409 Bong Bong Street",,BOWRAL,NSW,2576,South West Sydney,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Inner Regional Australia,-34.48216219,150.4165627," $428,626 "
INS EACH Package - Illawarra,11 West Street,,WOLLONGONG,NSW,2500,Illawarra,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,-34.43355991,150.8916465," $569,054 "
INS EACH Packages - Southern Highlands,"Suite 4, 409 Bong Bong Street",,BOWRAL,NSW,2576,South West Sydney,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Inner Regional Australia,-34.48216219,150.4165627," $249,947 "
INS SW Sydney EACH Dementia Packages,"Suite 4, 409 Bong Bong Street",,BOWRAL,NSW,2576,South West Sydney,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Inner Regional Australia,-34.48216219,150.4165627," $196,061 "
INS SW Sydney EACH Packages,"Suite 4, 409 Bong Bong Street",,BOWRAL,NSW,2576,South West Sydney,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Inner Regional Australia,-34.48216219,150.4165627," $99,157 "
INS SW Sydney Remain at Home,"Suite 4, 409 Bong Bong Street",,BOWRAL,NSW,2576,South West Sydney,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Inner Regional Australia,-34.48216219,150.4165627," $182,411 "
IRT - Eurobodalla Community Services - CACPs,C/- IRT - Moruya Village,35-39 River Street,MORUYA,NSW,2537,Southern Highlands,Home Care,,,,Illawarra Retirement Trust,Community Based,Inner Regional Australia,-35.90437104,150.0683543," $2,700,229 "
IRT - Illawarra Community Services -  EACH,4-6 Popes Road,,WOONONA,NSW,2517,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-34.34358837,150.9034339," $1,507,280 "
IRT - Illawarra Community Services - CACPs,4-6 Popes Road,,WOONONA,NSW,2517,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-34.34358837,150.9034339," $2,227,454 "
IRT - Illawarra Community Services - CACPs - HL,4-6 Popes Road,,WOONONA,NSW,2517,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-34.34358837,150.9034339," $531,767 "
IRT - Illawarra Community Services - EACH Dementia,4-6 Popes Road,,WOONONA,NSW,2517,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-34.34358837,150.9034339," $311,954 "
IRT - Shoalhaven Community Services - CACPs - HL,130 Princes Highway,,MILTON,NSW,2538,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Inner Regional Australia,-35.31835108,150.4424254," $703,980 "
IRT - Shoalhaven Community Services - EACH,130 Princes Highway,,MILTON,NSW,2538,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Inner Regional Australia,-35.31835108,150.4424254," $290,778 "
IRT - Shoalhaven Community Services - EACHD,130 Princes Highway,,MILTON,NSW,2538,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Inner Regional Australia,-35.31835108,150.4424254," $228,865 "
IRT - Shoalhaven Community Services - EACH,130 Princes Highway,,MILTON,NSW,2538,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Inner Regional Australia,-35.31835108,150.4424254," $389,405 "
IRT - Shoalhaven Community Services - CACPs,130 Princes Highway,,MILTON,NSW,2538,Illawarra,Home Care,,,,Illawarra Retirement Trust,Community Based,Inner Regional Australia,-35.31835108,150.4424254," $1,092,077 "
IRT - South East Sydney Community Services,24 Turpentine Avenue,,PEAKHURST,NSW,2210,South East Sydney,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-33.96232087,151.0596463," $1,422,799 "
IRT - South East Sydney Community Services - EACH,24 Turpentine Avenue,,PEAKHURST,NSW,2210,South East Sydney,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-33.96232087,151.0596463," $163,230 "
IRT - South West Sydney Community Service,1 Hyde Parade,,CAMPBELLTOWN,NSW,2560,South West Sydney,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-34.07481706,150.8063766," $762,177 "
IRT - South West Sydney Community Services - EACH,1 Hyde Parade,,CAMPBELLTOWN,NSW,2560,South West Sydney,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-34.07481706,150.8063766," $192,205 "
Jack Towney Aboriginal Hostel - CACPs,5 Stockings Crescent,,GILGANDRA,NSW,2827,Orana Far West,Home Care,,,,Gilgandra Council,Local Government,Outer Regional Australia,-31.7044426,148.6454457," $153,709 "
Jewish Care Home Support EACH,"Level 3, 332-342 Oxford Street",,BONDI JUNCTION,NSW,2022,South East Sydney,Home Care,,,,Jewish Care,Community Based,Major Cities of Australia,-33.891173,151.2461499," $715,138 "
John Paul Village,15 The Avenue,,HEATHCOTE,NSW,2233,South East Sydney,Home Care,,,,Trustees of Catholic Aged Care Sydney,Religious,Major Cities of Australia,-34.07954422,151.0140849," $489,269 "
Kanandah Retirement Ltd,21 Douro Street,,MUDGEE,NSW,2850,Orana Far West,Home Care,,,,Kanandah Retirement Ltd,Community Based,Inner Regional Australia,-32.59366271,149.5840501, n.a. 
UPA Sydney Home Care,123-157 Bungaree Road,,PENDLE HILL,NSW,2145,Western Sydney,Home Care,,,,United Protestant Association of NSW Limited,Charitable,Major Cities of Australia,-33.799621,150.960524," $112,190 "
KinCare - Western Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $1,620,219 "
KinCare - Mid North Coast - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $2,279,430 "
KinCare - Nepean - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $597,005 "
KinCare - Northern Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $1,728,971 "
KinCare - South East Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $1,062,535 "
KinCare - South West Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $1,089,801 "
KinCare - Southern Highlands - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $240,155 "
KinCare - Western Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $626,176 "
KinCare - Mid North Coast - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $897,417 "
KinCare - Nepean - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $136,007 "
KinCare - Northern Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $375,366 "
KinCare - South West Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $330,998 "
KinCare - Southern Highlands - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $1,075,199 "
KinCare - South East Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $149,090 "
KinCare - South West Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.73524917,150.9462895," $365,200 "
